## Ideogram.js gene cache for Homo sapiens
## Derived from https://ftp.ensembl.org/pub/release-102/gff3/homo_sapiens/Homo_sapiens.GRCh38.102.gff3.gz
## prefix: ENSG
# chr	start	length	slim_id	symbol	description
7	76043977	1986	280388	AC006330.1	TEC
7	78134079	772	281008	AC004808.2	TEC
7	78170195	720	280958	AC004808.1	TEC
7	83372652	444	285398	AC079799.2	TEC
7	90345873	345	280440	AC002064.3	TEC
7	95542145	2397	279525	AC002451.2	TEC
7	106035798	633	280439	AC004836.1	TEC
7	108900105	5121	279043	AC004014.2	TEC
7	113451072	330	278894	AC073348.1	TEC
7	116209234	2277	279086	AC073130.3	TEC
7	127349833	460	279265	AC000123.2	TEC
7	127359785	4974	280347	AC000123.3	TEC
7	149851572	598	280149	AC004877.2	TEC
7	157525783	1542	280266	AC006372.4	TEC
8	486117	2395	279852	AC083964.2	TEC
8	5506068	3058	253510	AC004944.1	TEC
8	10856085	3351	280294	AC011008.2	TEC
8	17498647	591	279271	AP006248.2	TEC
8	17498737	420	280453	AP006248.4	TEC
8	18864681	566	278886	AC087821.1	TEC
8	19277284	289	279919	AC068880.5	TEC
8	19375128	494	279858	AC068880.4	TEC
8	21129990	110	280215	AC021613.2	TEC
8	27701194	2595	279302	AC013643.3	TEC
8	29587001	1425	280147	AC084026.3	TEC
8	30552345	1421	279041	AC102945.2	TEC
8	35254344	2261	279099	AC090740.1	TEC
8	48428143	2898	279881	AC041040.1	TEC
8	69938168	232	280393	AC090574.1	TEC
8	81696368	2326	280193	AC132219.2	TEC
8	98391401	113	278914	AP003355.3	TEC
8	104478539	2244	279138	AP002847.1	TEC
8	119838736	1649	279347	AC021945.1	TEC
8	134764809	2467	278898	AC087045.3	TEC
8	134783694	2185	279518	AC083843.3	TEC
8	140572142	670	279766	AC067931.1	TEC
8	140591684	1517	280326	AC067931.2	TEC
8	140820599	1815	279786	AC105235.1	TEC
8	141224288	2659	280035	AC011676.5	TEC
8	143578358	4946	279605	AC067930.5	TEC
8	144078002	1263	255224	AC109322.1	TEC
9	21892188	1669	279670	AL359922.3	TEC
9	35038625	5701	279608	AL353795.3	TEC
9	35360540	1514	279083	AL160274.1	TEC
9	41012231	1902	280077	AL353763.2	TEC
9	41061290	1627	279456	AL353763.1	TEC
9	68250469	1187	279706	AL353608.4	TEC
9	113614589	2786	282897	AL162727.3	TEC
9	136249978	1227	279813	CR392000.1	TEC
X	7489659	1540	279682	AC120338.1	TEC
X	42285130	795	283737	AL023875.1	TEC
X	48580741	424	279528	AC115618.3	TEC
X	48939992	816	279155	AC233300.1	TEC
X	49165576	396	279422	AC231657.1	TEC
X	74122134	591	280375	AL359740.1	TEC
X	83506023	3191	279437	Z82170.1	TEC
X	103596608	2296	279894	Z73965.1	TEC
X	108725886	1062	280322	AL035425.4	TEC
X	117894632	1051	279587	AC006963.1	TEC
X	119693568	2491	279601	AC005052.1	TEC
X	122242008	608	280142	AL357562.1	TEC
X	126004446	1672	280223	AL645820.1	TEC
X	127392760	2011	280275	Z82209.2	TEC
X	145797375	1064	279585	AL109653.2	TEC
17	28614446	31008	7202	KIAA0100	KIAA0100
4	6781375	102795	170871	KIAA0232	KIAA0232
6	24544104	102087	137261	KIAA0319	KIAA0319
22	45192244	48650	100364	KIAA0930	KIAA0930
1	17369	67	278267	MIR6859-1	microRNA 6859-1
1	29554	1555	243485	MIR1302-2HG	MIR1302-2 host gene
1	30366	137	284332	MIR1302-2	microRNA 1302-2
1	34554	1527	237613	FAM138A	family with sequence similarity 138 member A
1	65419	6166	186092	OR4F5	olfactory receptor family 4 subfamily F member 5
1	89295	44428	238009	AL627309.1	novel transcript
1	89551	1554	239945	AL627309.3	novel transcript
1	139790	549	239906	AL627309.2	novel transcript
1	141474	32388	241860	AL627309.5	novel transcript
1	157784	103	222623	RNU6-1100P	RNA%2C U6 small nuclear 1100%2C pseudogene
1	160446	1079	241599	AL627309.4	novel transcript
1	187891	67	273874	MIR6859-2	microRNA 6859-2
1	266855	1800	286448	AP006222.2	novel transcript
1	358857	7195	236601	AL732372.1	novel transcript
1	450703	994	284733	OR4F29	olfactory receptor family 4 subfamily F member 29
1	516376	103	278757	U6	U6 spliceosomal RNA
1	587629	7139	235146	AC114498.1	novel transcript
1	632325	88	278791	AC114498.2	
1	685679	994	284662	OR4F16	olfactory receptor family 4 subfamily F member 16
1	758233	103	223181	RNU6-1199P	RNA%2C U6 small nuclear 1199%2C pseudogene
1	760911	1078	229905	AL669831.2	novel transcript
1	778747	31318	237491	LINC01409	long intergenic non-protein coding RNA 1409
1	817371	2466	177757	FAM87B	family with sequence similarity 87 member B
1	825138	34308	228794	LINC01128	long intergenic non-protein coding RNA 1128
1	826206	1316	225880	LINC00115	long intergenic non-protein coding RNA 115
1	860226	7976	288531	AL669831.7	novel transcript
1	868071	8832	230368	FAM41C	family with sequence similarity 41 member C
1	904834	11142	272438	AL645608.6	novel transcript
1	911435	3513	230699	AL645608.2	novel transcript
1	914171	800	241180	AL645608.4	novel transcript
1	916865	4151	223764	LINC02593	long intergenic non-protein coding RNA 2593
1	923928	20653	187634	SAMD11	sterile alpha motif domain containing 11
1	944203	15106	188976	NOC2L	NOC2 like nucleolar associated transcriptional repressor
1	960584	5135	187961	KLHL17	kelch like family member 17
1	966482	9383	187583	PLEKHN1	pleckstrin homology domain containing N1
1	975204	6889	187642	PERM1	PPARGC1 and ESRR induced regulator%2C muscle 1
1	995966	2085	272512	AL645608.7	novel transcript
1	998962	1210	188290	HES4	hes family bHLH transcription factor 4
1	1001138	13402	187608	ISG15	ISG15 ubiquitin like modifier
1	1011997	1196	224969	AL645608.1	novel transcript
1	1020120	35998	188157	AGRN	agrin
1	1055033	1083	242590	AL645608.5	novel transcript
1	1062208	1080	273443	AL645608.8	novel transcript
1	1070967	3339	237330	RNF223	ring finger protein 223
1	1081818	34543	131591	C1orf159	chromosome 1 open reading frame 159
1	1097585	7013	285812	AL390719.3	novel transcript%2C antisense to C1orf159
1	1137017	7039	223823	LINC01342	long intergenic non-protein coding RNA 1342
1	1167104	94	207730	MIR200B	microRNA 200b
1	1167863	89	207607	MIR200A	microRNA 200a
1	1169005	82	198976	MIR429	microRNA 429
1	1169357	986	272141	AL390719.2	novel transcript
1	1173056	6499	205231	TTLL10-AS1	TTLL10 antisense RNA 1
1	1173880	24056	162571	TTLL10	tubulin tyrosine ligase like 10
1	1203508	3084	186891	TNFRSF18	TNF receptor superfamily member 18
1	1211340	2813	186827	TNFRSF4	TNF receptor superfamily member 4
1	1216909	15158	78808	SDF4	stromal cell derived factor 4
1	1232237	2804	176022	B3GALT6	beta-1%2C3-galactosyltransferase 6
1	1242446	4276	184163	C1QTNF12	C1q and TNF related 12
1	1249777	1557	260179	AL162741.1	novel transcript
1	1253909	19955	160087	UBE2J2	ubiquitin conjugating enzyme E2 J2
1	1275223	5197	230415	LINC01786	long intergenic non-protein coding RNA 1786
1	1280436	11593	162572	SCNN1D	sodium channel epithelial 1 subunit delta
1	1292390	17219	131584	ACAP3	ArfGAP with coiled-coil%2C ankyrin repeat and PH domains 3
1	1296110	60	278073	MIR6726	microRNA 6726
1	1308597	3080	169972	PUSL1	pseudouridine synthase like 1
1	1311585	13102	127054	INTS11	integrator complex subunit 11
1	1312502	64	283712	MIR6727	microRNA 6727
1	1317581	1108	240731	AL139287.1	novel transcript
1	1324756	4140	224051	CPTP	ceramide-1-phosphate transfer protein
1	1331280	4034	169962	TAS1R3	taste 1 receptor member 3
1	1335276	14142	107404	DVL1	dishevelled segment polarity protein 1
1	1339650	58	284372	MIR6808	microRNA 6808
1	1352689	9088	162576	MXRA8	matrix remodeling associated 8
1	1373730	1765	175756	AURKAIP1	aurora kinase A interacting protein 1
1	1385711	13624	221978	CCNL2	cyclin L2
1	1399520	2526	224870	MRPL20-AS1	MRPL20 antisense RNA 1
1	1401909	5384	242485	MRPL20	mitochondrial ribosomal protein L20
1	1405460	292	264293	RN7SL657P	RNA%2C 7SL%2C cytoplasmic 657%2C pseudogene
1	1409096	1522	272455	MRPL20-DT	MRPL20 divergent transcript
1	1418420	3349	235098	ANKRD65	ankyrin repeat domain 65
1	1420245	2446	225905	AL391244.1	novel transcript
1	1426128	1659	205116	TMEM88B	transmembrane protein 88B
1	1430539	4034	225285	LINC01770	long intergenic non-protein coding RNA 1770
1	1434861	8021	179403	VWA1	von Willebrand factor A domain containing 1
1	1449689	20474	215915	ATAD3C	ATPase family AAA domain containing 3C
1	1471765	26083	160072	ATAD3B	ATPase family AAA domain containing 3B
1	1512162	22523	197785	ATAD3A	ATPase family AAA domain containing 3A
1	1534778	5846	205090	TMEM240	transmembrane protein 240
1	1541673	33190	160075	SSU72	SSU72 homolog%2C RNA polymerase II CTD phosphatase
1	1574102	2973	215014	AL645728.1	novel transcript
1	1598012	2123	228594	FNDC10	fibronectin type III domain containing 10
1	1600314	2389	286989	AL691432.4	novel transcript
1	1613758	2037	272106	AL691432.2	artifact
1	1615415	15195	197530	MIB2	mindbomb E3 ubiquitin protein ligase 2
1	1632163	3100	189409	MMP23B	matrix metallopeptidase 23B
1	1635225	23787	248333	CDK11B	cyclin dependent kinase 11B
1	1659325	3277	272004	FO704657.1	novel transcript%2C antisense to SLC35E2B
1	1659529	33266	189339	SLC35E2B	solute carrier family 35 member E2B
1	1702379	21978	8128	CDK11A	cyclin dependent kinase 11A
1	1702736	34952	268575	AL031282.2	novel transcript%2C readthrough between SLC35E2 and CDK11A
1	1751232	29225	8130	NADK	NAD kinase
1	1785285	105832	78369	GNB1	G protein subunit beta 1
1	1891471	1187	231050	AL109917.1	novel transcript
1	1915108	2188	169885	CALML6	calmodulin like 6
1	1917590	1689	178821	TMEM52	transmembrane protein 52
1	1921951	81886	142609	CFAP74	cilia and flagella associated protein 74
1	2013213	2426	233542	AL391845.2	novel transcript
1	2019329	11429	187730	GABRD	gamma-aminobutyric acid type A receptor subunit delta
1	2049203	867	226969	AL391845.1	novel transcript
1	2050411	134984	67606	PRKCZ	protein kinase C zeta
1	2141084	4195	271806	AL590822.2	novel transcript%2C antisense PRKCZ
1	2181794	2595	182873	PRKCZ-AS1	PRKCZ antisense RNA 1
1	2184461	28259	162585	FAAP20	FA core complex associated protein 20
1	2212523	8215	234396	AL590822.1	novel transcript
1	2228319	81894	157933	SKI	SKI proto-oncogene
1	2315040	8045	287356	AL590822.3	novel transcript%2C antisense to MORN1
1	2321253	70454	116151	MORN1	MORN repeat containing 1
1	2326201	492	272161	AL589739.1	novel transcript%2C sense intronic to MORN1
1	2363061	567	272420	AL513477.2	novel transcript%2C sense intronic to MORN1
1	2391775	13667	157916	RER1	retention in endoplasmic reticulum sorting receptor 1
1	2403964	9833	157911	PEX10	peroxisomal biogenesis factor 10
1	2425980	79552	149527	PLCH2	phospholipase C eta 2
1	2492300	958	224387	AL139246.1	novel transcript
1	2493437	1042	229393	AL139246.4	novel transcript
1	2508537	18060	157881	PANK4	pantothenate kinase 4 (inactive)
1	2528745	1518	197921	HES5	hes family bHLH transcription factor 5
1	2530064	17396	272449	AL139246.5	novel transcript
1	2549920	7111	238164	TNFRSF14-AS1	TNFRSF14 antisense RNA 1
1	2555639	9743	157873	TNFRSF14	TNF receptor superfamily member 14
1	2566410	3478	225931	AL139246.2	novel transcript
1	2581560	2973	228037	AL139246.3	novel transcript
1	2586491	4978	157870	PRXL2B	peroxiredoxin like 2B
1	2590639	42377	142606	MMEL1	membrane metalloendopeptidase like 1
1	2632568	4052	237058	MMEL1-AS1	MMEL1 antisense RNA 1
1	2635976	165741	215912	TTC34	tetratricopeptide repeat domain 34
1	2768091	16642	285945	AC242022.2	novel transcript%2C antisense to TTC34
1	2773603	2870	283259	AC242022.1	novel transcript%2C antisense to TTC34
1	2811850	842	233234	AL592464.2	novel transcript
1	2814056	3711	287396	AL592464.3	novel transcript
1	2814432	566	231630	AL592464.1	novel transcript
1	2960658	8049	284745	AL589702.1	novel transcript
1	3021467	1436	169717	ACTRT2	actin related protein T2
1	3059615	8822	177133	PRDM16-DT	PRDM16 divergent transcript
1	3069168	369453	142611	PRDM16	PR/SET domain 16
1	3127975	60	283572	MIR4251	microRNA 4251
1	3132927	782	226286	AL008733.1	novel transcript
1	3306636	3460	272235	AL590438.1	novel transcript
1	3313052	10097	287828	AL354743.2	novel transcript%2C antisense to PRDM16
1	3367815	6113	286518	AL354743.1	novel transcript%2C antisense to PRDM16
1	3454665	26448	130762	ARHGEF16	Rho guanine nucleotide exchange factor 16
1	3487246	381	272088	AL512413.1	novel transcript
1	3487951	123557	162591	MEGF6	multiple EGF like domains 6
1	3560695	95	207776	MIR551A	microRNA 551a
1	3623190	1553	238260	AL513320.1	novel transcript
1	3625015	5112	158109	TPRG1L	tumor protein p63 regulated 1 like
1	3630767	21994	116213	WRAP73	WD repeat containing%2C antisense to TP73
1	3652516	83685	78900	TP73	tumor protein p73
1	3658938	9834	227589	TP73-AS3	TP73 antisense RNA 3
1	3712200	2098	235131	TP73-AS2	TP73 antisense RNA 2
1	3736943	160	276189	AL136528.1	
1	3746460	25185	162592	CCDC27	coiled-coil domain containing 27
1	3772749	3233	235169	SMIM1	small integral membrane protein 1 (Vel blood group)
1	3778559	17939	130764	LRRC47	leucine rich repeat containing 47
1	3782815	296	266075	RN7SL574P	RNA%2C 7SL%2C cytoplasmic 574%2C pseudogene
1	3785008	530	272153	AL365330.1	novel transcript%2C antisense to LRRC47
1	3812086	45310	116198	CEP104	centrosomal protein 104
1	3857267	28162	169598	DFFB	DNA fragmentation factor subunit beta
1	3889125	11168	198912	C1orf174	chromosome 1 open reading frame 174
1	3900352	16873	236423	LINC01134	long intergenic non-protein coding RNA 1134
1	3940486	14776	233304	LINC01346	long intergenic non-protein coding RNA 1346
1	3944547	4477	226374	LINC01345	long intergenic non-protein coding RNA 1345
1	3976133	36571	284668	LINC02780	long intergenic non-protein coding RNA 2780
1	4012921	6587	284703	AL805961.1	novel transcript
1	4412027	12662	235054	LINC01777	long intergenic non-protein coding RNA 1777
1	4479131	5244	284694	AL355602.1	novel transcript
1	4551735	410	227169	Z98747.1	novel transcript
1	4571481	22535	232596	LINC01646	long intergenic non-protein coding RNA 1646
1	4654609	137925	196581	AJAP1	adherens junctions associated protein 1
1	4730211	4781	287586	Z98886.1	novel transcript%2C antisense to AJAP1
1	4963954	9344	284739	BX005132.1	novel transcript
1	4973381	8187	284674	LINC02781	long intergenic non-protein coding RNA 2781
1	5086459	4440	231510	LINC02782	long intergenic non-protein coding RNA 2782
1	5301928	5466	284616	AL139823.1	novel transcript
1	5478736	14321	284692	Z98259.3	novel transcript
1	5480787	1241	284666	Z98259.2	novel transcript
1	5492978	1696	260972	Z98259.1	novel transcript
1	5561709	106586	236948	AL365255.1	novel transcript
1	5564071	72	264341	Z97988.1	
1	5862672	69	264101	MIR4689	microRNA 4689
1	5862811	129662	131697	NPHP4	nephrocystin 4
1	5990927	110266	69424	KCNAB2	potassium voltage-gated channel subfamily A regulatory beta subunit 2
1	6101787	78534	116254	CHD5	chromodomain helicase DNA binding protein 5
1	6159430	38327	285629	AL031847.1	novel transcript
1	6185020	24369	116251	RPL22	ribosomal protein L22
1	6204840	940	226944	RNF207-AS1	RNF207 antisense RNA 1
1	6205475	15824	158286	RNF207	ring finger protein 207
1	6221193	14779	116237	ICMT	isoprenylcysteine carboxyl methyltransferase
1	6234692	4752	225077	LINC00337	long intergenic non-protein coding RNA 337
1	6244179	1399	173673	HES3	hes family bHLH transcription factor 3
1	6247353	13745	158292	GPR153	G protein-coupled receptor 153
1	6264269	129498	97021	ACOT7	acyl-CoA thioesterase 7
1	6393555	836	271746	AL031848.2	novel transcript%2C antisense to ACOT7
1	6412418	12252	69812	HES2	hes family bHLH transcription factor 2
1	6424776	36591	187017	ESPN	espin
1	6429834	62	265392	MIR4252	microRNA 4252
1	6443034	3972	231868	AL031848.1	novel transcript%2C antisense to ESPN
1	6460786	5389	215788	TNFRSF25	TNF receptor superfamily member 25
1	6467122	52952	171680	PLEKHG5	pleckstrin homology and RhoGEF domain containing G5
1	6521347	33166	162408	NOL9	nucleolar protein 9
1	6540854	110	253022	RNU6-731P	RNA%2C U6 small nuclear 731%2C pseudogene
1	6555307	24448	173662	TAS1R1	taste 1 receptor member 1
1	6579994	9286	204859	ZBTB48	zinc finger and BTB domain containing 48
1	6590724	23883	162413	KLHL21	kelch like family member 21
1	6613731	10299	116273	PHF13	PHD finger protein 13
1	6624866	10720	41988	THAP3	THAP domain containing 3
1	6634168	67756	7923	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11
1	6724637	5375	228750	LINC01672	long intergenic non-protein coding RNA 1672
1	6767954	2084	284744	AL591163.1	novel transcript
1	6783892	951	237436	CAMTA1-DT	CAMTA1 divergent transcript
1	6785454	984252	171735	CAMTA1	calmodulin binding transcription activator 1
1	7008376	5903	237365	AL512330.1	novel transcript%2C antisense to CAMTA1
1	7219360	164	207056	RNU1-8P	RNA%2C U1 small nuclear 8%2C pseudogene
1	7368942	1328	237402	CAMTA1-IT1	CAMTA1 intronic transcript 1
1	7382487	7267	237728	CAMTA1-AS2	CAMTA1 antisense RNA 2
1	7441096	458	225126	CAMTA1-AS1	CAMTA1 antisense RNA 1
1	7693124	1720	270171	AL359881.3	novel transcript
1	7698303	569	270035	AL359881.2	novel transcript
1	7700704	266	269978	AL359881.1	novel transcript
1	7771296	10136	49245	VAMP3	vesicle associated membrane protein 3
1	7776383	392	269925	Z98884.2	novel transcript%2C sense intronic to VAMP3
1	7784320	60857	49246	PER3	period circadian regulator 3
1	7810242	17100	236266	Z98884.1	novel transcript
1	7843083	10429	49247	UTS2	urotensin 2
1	7915871	27294	49249	TNFRSF9	TNF receptor superfamily member 9
1	7954291	31214	116288	PARK7	Parkinsonism associated deglycase
1	7982881	102	200344	Y_RNA	Y RNA
1	7991134	14178	284747	AL034417.4	novel transcript%2C antisense to ERRFI1
1	7998187	1747	284716	AL034417.3	novel transcript
1	8004404	21905	116285	ERRFI1	ERBB receptor feedback inhibitor 1
1	8026738	95964	238290	AL034417.2	novel transcript
1	8201518	13692	227634	LINC01714	long intergenic non-protein coding RNA 1714
1	8206434	163	200975	RNU1-7P	RNA%2C U1 small nuclear 7%2C pseudogene
1	8218190	2339	233645	AL358876.2	novel transcript
1	8292157	106	251977	RNU6-991P	RNA%2C U6 small nuclear 991%2C pseudogene
1	8318114	26053	162426	SLC45A1	solute carrier family 45 member 1
1	8328067	112	252254	Y_RNA	Y RNA
1	8352397	496524	142599	RERE	arginine-glutamic acid dipeptide repeats
1	8424645	10368	232912	RERE-AS1	RERE antisense RNA 1
1	8511795	124	221083	AL096855.1	
1	8796571	102	222511	Y_RNA	Y RNA
1	8805860	1191	228423	AL357552.2	novel transcript
1	8861000	18190	74800	ENO1	enolase 1
1	8866502	88	274258	MIR6728	microRNA 6728
1	8878835	1059	230679	ENO1-AS1	ENO1 antisense RNA 1
1	8883427	106	201725	RNU6-304P	RNA%2C U6 small nuclear 304%2C pseudogene
1	8945867	29225	131686	CA6	carbonic anhydrase 6
1	8979576	298	265141	RN7SL451P	RNA%2C 7SL%2C cytoplasmic 451%2C pseudogene
1	9003300	23045	197241	SLC2A7	solute carrier family 2 member 7
1	9035106	53372	142583	SLC2A5	solute carrier family 2 member 5
1	9082696	183	252404	AL158048.1	
1	9100305	28797	180758	GPR157	G protein-coupled receptor 157
1	9148011	50895	228526	MIR34AHG	MIR34A host gene
1	9151668	109	284357	MIR34A	microRNA 34a
1	9182004	14280	234546	LNCTAM34A	long non coding transcriptional activator of miR34a
1	9234774	36563	49239	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase
1	9292894	76638	171621	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
1	9421098	1764	284652	BX323043.1	novel transcript
1	9425094	15470	284693	LINC02606	long intergenic non-protein coding RNA 2606
1	9501092	2379	235263	AL928921.1	novel transcript
1	9539465	45708	171612	SLC25A33	solute carrier family 25 member 33
1	9588911	25966	188807	TMEM201	transmembrane protein 201
1	9651731	77383	171608	PIK3CD	phosphatidylinositol-4%2C5-bisphosphate 3-kinase catalytic subunit delta
1	9652610	1976	179840	PIK3CD-AS1	PIK3CD antisense RNA 1
1	9672426	15129	231789	PIK3CD-AS2	PIK3CD antisense RNA 2
1	9728926	95058	171603	CLSTN1	calsyntenin 1
1	9848276	62060	178585	CTNNBIP1	catenin beta interacting protein 1
1	9848318	1836	223989	AL357140.1	novel transcript
1	9900614	7420	285701	AL357140.4	novel transcript%2C antisense to CTNNBIP1
1	9922113	21294	162441	LZIC	leucine zipper and CTNNBIP1 domain containing
1	9942923	7051	228150	AL357140.2	novel transcript
1	9943428	42073	173614	NMNAT1	nicotinamide nucleotide adenylyltransferase 1
1	9947318	318	202415	RN7SKP269	RN7SK pseudogene 269
1	9967381	77	265521	MIR5697	microRNA 5697
1	9983141	1427	241326	AL603962.1	novel transcript
1	9997206	18815	162444	RBP7	retinol binding protein 7
1	10032832	148407	130939	UBE4B	ubiquitination factor E4B
1	10163268	106	201746	RNU6-828P	RNA%2C U6 small nuclear 828%2C pseudogene
1	10210570	171033	54523	KIF1B	kinesin family member 1B
1	10227718	85	264881	AL358013.1	
1	10298966	106	199562	RNU6-37P	RNA%2C U6 small nuclear 37%2C pseudogene
1	10306465	292	264501	RN7SL731P	RNA%2C 7SL%2C cytoplasmic 731%2C pseudogene
1	10381906	5244	284735	AL139424.3	novel transcript
1	10395416	2016	284642	AL139424.2	novel transcript
1	10398592	21919	142657	PGD	phosphogluconate dehydrogenase
1	10429881	796	271989	AL139424.1	novel transcript%2C antisense to APITD1-CORT
1	10430102	22051	251503	CENPS-CORT	CENPS-CORT readthrough
1	10430433	12375	175279	CENPS	centromere protein S
1	10450031	1967	241563	CORT	cortistatin
1	10456522	16007	160049	DFFA	DNA fragmentation factor subunit alpha
1	10458555	783	203469	AL354956.1	novel transcript%2C antisense to DFFA
1	10472288	158470	142655	PEX14	peroxisomal biogenesis factor 14
1	10612222	4230	287727	AL139423.2	novel transcript%2C antisense to PEX14
1	10616836	279	243267	RN7SL614P	RNA%2C 7SL%2C cytoplasmic 614%2C pseudogene
1	10636604	160046	130940	CASZ1	castor zinc finger 1
1	10639241	15092	272078	AL139423.1	novel transcript%2C antisense to CASZ1
1	10946471	35566	175262	C1orf127	chromosome 1 open reading frame 127
1	11012344	13395	120948	TARDBP	TAR DNA binding protein
1	11012662	17866	277726	AL109811.3	novel protein
1	11026523	20716	9724	MASP2	mannan binding lectin serine peptidase 2
1	11029659	869	271895	AL109811.2	novel transcript%2C antisense to MASP2
1	11054584	5436	116649	SRM	spermidine synthase
1	11066618	33251	171824	EXOSC10	exosome component 10
1	11068471	4626	226849	AL109811.1	novel transcript
1	11099675	2425	230337	EXOSC10-AS1	EXOSC10 antisense RNA 1
1	11106535	156016	198793	MTOR	mechanistic target of rapamycin kinase
1	11143898	5639	225602	MTOR-AS1	MTOR antisense RNA 1
1	11152350	102	253086	RNU6-537P	RNA%2C U6 small nuclear 537%2C pseudogene
1	11189355	6626	171819	ANGPTL7	angiopoietin like 7
1	11226254	106	207451	RNU6-291P	RNA%2C U6 small nuclear 291%2C pseudogene
1	11273198	22851	120942	UBIAD1	UbiA prenyltransferase domain containing 1
